tool,sentence
elasticapm,Using labels should be the best way to add custom details to the transaction/span but you can also use the  addCustomContext()  method:
elasticapm,https://www.elastic.co/guide/en/apm/agent/java/current/public-api.html#api-transaction-add-custom-context
elasticapm,That error indicates the agent can't connect to apm-server.
elasticapm,SERVER_URL  should be  ELASTIC_APM_SERVER_URL  in the apm-agent-container env.
elasticapm,"Thanks for the reply, I'm able to connect apm-server with the agent, but in kibana dashboard, I'm getting &quot; No data has been received from agents yet&quot; ."
elasticapm,My application is running fine
elasticapm,Good job so far.
elasticapm,"Your pipeline is almost good, however, the grok pattern needs some fixing and you have some orphan curly braces."
elasticapm,Here is a working example:
elasticapm,Response:
elasticapm,Just note that the exact date is missing so the @timestamp field resolve to January 1st this year.
elasticapm,Try to specify the  config_file  using the following notation:
elasticapm,-Delastic.apm.config_file=elasticapm.properties
elasticapm,The attacher can create the log file depending on the settings configured during startup.
elasticapm,See the [1] current code for a better understanding.
elasticapm,[1]  https://github.com/elastic/apm-agent-java/blob/0465d479430172c3e745afd2ef5b62a3da6b60aa/apm-agent-attach-cli/src/main/java/co/elastic/apm/attach/AgentAttacher.java#L79
elasticapm,"Do you mean that you need new ""Transaction type""?"
elasticapm,"If yes, so you should set  type  annotation parameter."
elasticapm,But @CaptureTranscation annotation work  in case :
elasticapm,"I worked with the Elastic APM team, who had just rolled out this package:  https://www.npmjs.com/package/elastic-apm-node"
elasticapm,"The directions are pretty self-explanatory, works like a charm."
elasticapm,Hard to tell without debugging but since some connections are getting dropped when you add more load + concurrency it's likely that you need more replicas on your  Kubernetes deployments  and possibly adjusts the  Resources  on your container pod specs.
elasticapm,If this turns out to be the case you can also configure an  HPA  (Horizontal Pod Autoscaler) to handle your load.
elasticapm,Are you not building a custom Dockerfile and you could just add it there (using wget or curl probably)?
elasticapm,"If you really want a build dependency,  https://search.maven.org/artifact/co.elastic.apm/elastic-apm-agent/1.7.0/jar  should be what you want."
elasticapm,"PS: IMO it's a feature that this is only a runtime dependency and you can just add, remove, change it independently of your application; unless you want to do some custom instrumentation."
elasticapm,If the objective is to attach labels to a transaction over multiple spans then using the  public APIs from the Elastic APM for Java  is a better choice instead of instrumenting the JVM with ByteBuddy.
elasticapm,You will have much more freedom to do what you want to do without relying on a hacking.
elasticapm,"FYI, the Elastic APM agent for Java already instrument the JVM with additional bytecode so what you are doing may get even more confusing because of this."
elasticapm,"Alternatively, you can also use the  OpenTracing Bridge  to set labels in a transaction."
elasticapm,Disclaimer: This answer is a stub for now.
elasticapm,You should first try to explore a more canonical way of doing things like Ricardo suggested.
elasticapm,"If for some reason that does not work, then we could explore ways to instrument your agent class - not so much because I think it is a good idea but because it is technically interesting."
elasticapm,"Basically, we would have to find out if maybe the class you want to instrument was already loaded before your ByteBuddy agent gets active."
elasticapm,Then you would have to use class retransformation rather than redefinition.
elasticapm,You would have to make sure the advice you apply can do its job without the need to change the class structure with regard to method signatures and fields.
elasticapm,"You would also need to make sure that the advice and ByteBuddy are visible to the other agent's classloader, e.g."
elasticapm,by putting both on the boot class path.
elasticapm,But let's not get ahead of ourselves.
elasticapm,"Explore Ricardo's ideas first, please."
elasticapm,Based on what I've seen it looks like there isn't a &quot;right&quot; way to do this with the stock  nuxt  command line application.
elasticapm,"The problem seems to be that while  nuxt.config.js  is the first time a user has a chance to add some javascript, that the  nuxt  command line application bootstraps the Node's HTTP frameworks before this config file is  required ."
elasticapm,This means the elastic agent (or any APM agent) doesn't have a chance to hook into the modules.
elasticapm,The  current recommendations  from the Nuxt team appears to be
elasticapm,Invoke  nuxt  manually via  -r
elasticapm,Skip  nuxt  and  use NuxtJS programmatically  as a middleware in your framework of choice
elasticapm,Based on Alan Storm answer (from Nuxt team) I made it work but with a little modification:
elasticapm,"actually there are many reasons why your app not starting depending on how you setup and configured your ELK stack , but for me I did the following and it's working fine :"
elasticapm,create image from this Dockerfile:
elasticapm,run the created image :
elasticapm,The exception comes from the constructur of the  Kernel32  class which is a class of the Maven coordinate  net.java.dev.jna:jna-platform  which itself depends on  net.java.dev.jna:jna .
elasticapm,It seems to me like you have to incompatible versions of those dependencies on the class path.
elasticapm,I assume that you use version 4 of JNA core and version 5 of JNA platform.
elasticapm,Upgrade the first or downgrade the latter and the error should disappear.
elasticapm,"Well, as an option, you can use something like that"
elasticapm,It seems that you are using the oss distribution of elasticsearch but the defaut version of apm.
elasticapm,upgrade the elasticsearch cluster to the default disto or use this oss apm docker image: docker.elastic.co/apm/apm-server-oss:7.0.1
elasticapm,OpenTracing   is a set of standard APIs that consistently model and describe the behavior of distributed systems )
elasticapm,"OpenTracing did not describe how to collect, report, store or represent the data of interrelated traces and spans."
elasticapm,It is implementation details (such as  jaeger  or  wavefront ).
elasticapm,jaeger-client-csharp is very jaeger-specific.
elasticapm,"But there is one exception, called  zipkin  which in turns is not fully OpenTracing compliant, even it has similar terms."
elasticapm,"If you are OK with  opentracing-contrib/csharp-netcore  (hope you are using this library) then if you want to achieve ""no code change"" (in target microservice) in order to configure tracing subsystem, you should use some plug-in model."
elasticapm,"Good news that aspnetcore has concept of  hosted startup assemblies , which allow you to configure tracing system."
elasticapm,"So, you can have some library called  JaegerStartup  where you will implement IHostedStartup like follows:"
elasticapm,"When you decide to switch the tracing system - you need to create another library, which can be loaded automatically, and target microservice code will not be touched."
elasticapm,The best way to troubleshoot what is going on is to check if the events from Heartbeat are being collected.
elasticapm,"The Uptime application only displays events from Heartbeat, and therefore — this is the Beat that you need to check."
elasticapm,"First, check the connectivity of Heartbeat and the configured output:"
elasticapm,"Secondly, check if the events are being generated."
elasticapm,You can check this by commenting out your existing output (Likely Elasticsearc/Elastic Cloud) and enabling either the  Console  output or the  File  output.
elasticapm,Then start your Metricbeat and check if events are being generated.
elasticapm,"If they are, then it might be something with the backend side of things; maybe Elasticsearch is rejecting the documents sent and refusing to index them."
elasticapm,"Apropos, Elastic is implementing a native  Jenkins  plugin that allows you to observe your CI pipeline using OpenTelemetry compatible backends such as  Elastic APM ."
elasticapm,You can learn more about this plugin  here .
elasticapm,"The only way to get configuration is to check apm-server.yml in your instance, but if you want to check your agent configuration you can use Agent Configuration API, for more information check  https://www.elastic.co/guide/en/apm/server/current/agent-configuration-api.html ."
elasticapm,I can by pass it when I comment entityframework-&gt;Interceptor node in web.config file
elasticapm,And I can continue after uncomment it
elasticapm,About the possibility of using some kind of Proxy between your gke cluster and elastic apm.
elasticapm,"You can check the following link [1], to see if it can fit your necessities."
elasticapm,[1]  https://cloud.google.com/vpc/docs/special-configurations#proxyvm
elasticapm,Since you didn't mention it above: did you instrument a Go application?
elasticapm,The Elastic APM Go &quot;Agent&quot; is a package which you use to instrument your application source code.
elasticapm,"It is not an independent process, but runs within your application."
elasticapm,"So, first (if you haven't already) instrument your application."
elasticapm,See  https://www.elastic.co/guide/en/apm/agent/go/current/getting-started.html#instrumenting-source
elasticapm,"Here's an example web server using  Echo , and the  apmechov4  instrumentation module:"
elasticapm,"If you run that and send some requests to  http://localhost:8080/hello/world , you should soon see requests in the APM app in Kibana."
elasticapm,"If you still don't see anything in Kibana, you can follow  https://www.elastic.co/guide/en/apm/agent/go/current/troubleshooting.html#agent-logging  to enable logging."
elasticapm,Here's what you can expect to see if the agent is able to successfully send data to the server:
elasticapm,"If on the other hand the server is inaccessible, you would see something like this:"
elasticapm,"Sorry my bad, the server urls weren't correctly passed to docker."
elasticapm,"This is by design in Django, and it is intentionally designed in this way."
elasticapm,this is a parametrized way.
elasticapm,suppose someone has a column name with spaces like  test column name  then think what would happen.
elasticapm,"it will lead to some unwanted errors, so don't change the underlying logic of the framework."
elasticapm,"Thanks @BjarniRagnarsson, The upper case letters was making this behavior of framework as @Sanjay mentioned."
elasticapm,Solution:
elasticapm,"For a high-level overview type of information, have a look at  Elastic Stack Monitoring ."
elasticapm,"If you want to look at any monitoring in more detail, have a look at the  monitoring APIs themselves ."
elasticapm,"If you want to log this sort of information, you should set thresholds  for your Elasticsearch slow log ."
elasticapm,"If you want to index and then view data from the slow log,  you can always use Filebeat to ingest that slow log data back into Elasticsearch ."
elasticapm,You're calling one method from another.
elasticapm,Spring is creating a proxy around your method.
elasticapm,If you call one method from another from the same class then you're not going through the proxy.
elasticapm,Extract the method annotated with new span to a separate class and it will work fine.
jaeger,"After searching a solution for some time, I found a docker-compose.yml file which had the Jaeger Query,Agent,collector and Elasticsearch configurations."
jaeger,docker-compose.yml
jaeger,"The docker-compose.yml file installs the elasticsearch, Jaeger collector,query and agent."
jaeger,"Install docker and docker compose first
 https://docs.docker.com/compose/install/#install-compose"
jaeger,"Then, execute these commands in order"
jaeger,"start all the docker containers - Jaeger agent,collector,query and elasticsearch."
jaeger,sudo docker start container-id
jaeger,access -   http://localhost:16686/
jaeger,"If Jaeger needs to be set up in Kubernetes cluster as a helm chart, one can use this:  https://github.com/jaegertracing/helm-charts/tree/master/charts/jaeger 
It can delploy either Elasticsearch or Cassandara as a storage backend."
jaeger,Which is just a matter of right value being passed in to the chart:
jaeger,"This section shows the helm command as an example:
 https://github.com/jaegertracing/helm-charts/tree/master/charts/jaeger#installing-the-chart-using-a-new-elasticsearch-cluster"
jaeger,If you would like to deploy the Jaeger with Elasticsearch and Kibana to quickly validate and check the stack e.g.
jaeger,"in kind or Minikube, the following snippet may help you."
jaeger,"For people who are using OpenTelemetry, Jaeger, and Elasticsearch, here is the way."
jaeger,Note the image being used are  jaegertracing/jaeger-opentelemetry-collector  and  jaegertracing/jaeger-opentelemetry-agent .
jaeger,Then just need
jaeger,Reference:  https://github.com/jaegertracing/jaeger/blob/master/crossdock/jaeger-opentelemetry-docker-compose.yml
jaeger,"As I mentioned in my comment on the OP's first answer above, I was getting an error when running the docker-compose exactly as given:"
jaeger,Error: unknown flag: --collector.host-port
jaeger,I think this CLI flag has been deprecated by the Jaeger folks since that answer was written.
jaeger,So I poked around in the jaeger-agent documentation a bit:
jaeger,And I got this to work with a couple of small modifications:
jaeger,The updated docker-compose.yaml:
jaeger,https://github.com/opentracing-contrib/java-spring-cloud  project automatically sends standard logging to the active span.
jaeger,Just add the following dependency to your pom.xml
jaeger,Or use this  https://github.com/opentracing-contrib/java-spring-cloud/tree/master/instrument-starters/opentracing-spring-cloud-core  starter if you want only logging integration.
jaeger,Then I use  opentracing-spring-jaeger-cloud-starter
jaeger,"I got just one line in console with current trace and span
i.j.internal.reporters.LoggingReporter   : Span reported: f1a264bbe2c7eae9:f1a264bbe2c7eae9:0:1 - my_method"
jaeger,Then I use  spring-cloud-starter-sleuth
jaeger,"I got the Trace and Spans like [my-service,90e1114e35c897d6,90e1114e35c897d6,false] in each line and it's helpfull for filebeat in ELK"
jaeger,How could I get the same log in console using opentracing-spring-jaeger-cloud-starter ?
jaeger,my opentracing config
jaeger,Here is what I did to make jdbc related logs from Logback (Slf4j) write into Jaeger server:
jaeger,Beginning with Logback config (logback-spring.xml):
jaeger,Here is my appender:
jaeger,I was facing similar issue.
jaeger,ConnectionInfo was getting traced but not the SQL statements.
jaeger,"In my case, I had to enable traceWithActiveSpanOnly=true."
jaeger,"For e.g, : jdbc:tracing:h2:mem:test?traceWithActiveSpanOnly=true"
jaeger,After that the statements started getting traced.
jaeger,Check the documentation of opentracing java-jdbc module here
jaeger,"Based on my experience and reading online, I found this interesting line in Istio  mixer faq"
jaeger,"Mixer trace generation is controlled by command-line flags: trace_zipkin_url, trace_jaeger_url, and trace_log_spans."
jaeger,"If any of those flag values are set, trace data will be written directly to those locations."
jaeger,"If no tracing options are provided, Mixer will not generate any application-level trace information."
jaeger,"Also, if you go deep into mixer  helm chart , you will find traces of Zipkin and Jaeger signifying that it’s mixer that is passing trace info to Jaeger."
jaeger,I also got confused which reading this line in one of the articles
jaeger,Istio injects a sidecar proxy (Envoy) in the pod in which your application container is running.
jaeger,This sidecar proxy transparently intercepts (iptables magic) all network traffic going in and out of your application.
jaeger,"Because of this interception, the sidecar proxy is in a unique position to automatically trace all network requests (HTTP/1.1, HTTP/2.0 &amp; gRPC)."
jaeger,"On Istio mixer documentation, The Envoy sidecar logically calls Mixer before each request to perform precondition checks, and after each request to report telemetry."
jaeger,The sidecar has local caching such that a large percentage of precondition checks can be performed from cache.
jaeger,"Additionally, the sidecar buffers outgoing telemetry such that it only calls Mixer infrequently."
jaeger,Update:  You can enable tracing to understand what happens to a request in Istio and also the role of mixer and envoy.
jaeger,Read more information  here
jaeger,"I found the solution to my problem, in case anybody is facing similar issues."
jaeger,"I was missing the environment variable  JAEGER_SAMPLER_MANAGER_HOST_PORT , which is necessary if the (default) remote controlled sampler is used for tracing."
jaeger,This is the working docker-compose file:
jaeger,For anyone finding themselves on this page looking at a simialr issue for jaeger opentracing in .net core below is a working docker compose snippet and working code in Startup.cs.
jaeger,The piece I was missing was getting jaeger to read the environment variables from docker-compose as by default it was trying to send the traces over udp on localhost.
jaeger,Add following nuget packages to your api's.
jaeger,"Then inside your Startup.cs Configure method, you will need to configure jaeger and opentracing as below."
jaeger,The jaeger-agent service should look like
jaeger,"Don't use IP, use FQDN."
jaeger,"First, try to hardcode value for  jaegerHost"
jaeger,"where  jaeger-agent  - service name,  jaeger  - namespace of service"
jaeger,"Also, you should create  jaeger-collector  service"
jaeger,Are you closing the tracer and the scope?
jaeger,"If you are using a version before 0.32.0, you should manually call  tracer.close()  before your process terminates, otherwise the spans in the buffer might not get dispatched."
jaeger,"As for the scope, it's common to wrap it in a try-with-resources statement:"
jaeger,You might also want to check the OpenTracing tutorial at  https://github.com/yurishkuro/opentracing-tutorial  or the Katacoda-based version at  https://www.katacoda.com/courses/opentracing
jaeger,-- EDIT
jaeger,and is deployed on a different hostname and port
jaeger,Then you do need to tell the tracer where to send the traces.
jaeger,"Either export the  JAEGER_ENDPOINT  environment variable, pointing to a collector endpoint, or set  JAEGER_AGENT_HOST / JAEGER_AGENT_PORT , with the location of the agent."
jaeger,You can check the available environment variables for your client on the following URL:  https://www.jaegertracing.io/docs/1.7/client-features/
jaeger,You need to add some more properties to your config options.
jaeger,For reporter deployed on localhost and local sampler strategy :
jaeger,Replace  localhost  by server or route name to target another host for Jeager runtime.
jaeger,This link ( https://objectpartners.com/2019/04/25/distributed-tracing-with-apache-kafka-and-jaeger/ ) provides the details of how to enable jaeger traces.
jaeger,The simplest way to enable jaeger to spring-boot application is add the dependency and the required properties.
jaeger,Dependency:
jaeger,Example Properties
jaeger,Answering to your question about dependencies it is explained here in Dependencies section ( https://github.com/opentracing-contrib/java-spring-jaeger ):
jaeger,"The opentracing-spring-jaeger-web-starter starter is convenience starter that includes both opentracing-spring-jaeger-starter and opentracing-spring-web-starter This means that by including it, simple web Spring Boot microservices include all the necessary dependencies to instrument Web requests / responses and send traces to Jaeger."
jaeger,"The opentracing-spring-jaeger-cloud-starter starter is convenience starter that includes both opentracing-spring-jaeger-starter and opentracing-spring-cloud-starter This means that by including it, all parts of the Spring Cloud stack supported by Opentracing will be instrumented"
jaeger,And by the way:
jaeger,same as:
jaeger,You can use  Jaeger Operator  to deploy Jaeger on kubernetes.The Jaeger Operator is an implementation of a Kubernetes Operator.
jaeger,Operators are pieces of software that ease the operational complexity of running another piece of software.
jaeger,"More technically, Operators are a method of packaging, deploying, and managing a Kubernetes application"
jaeger,Follow this link for steps to deploy JAEGER on kubernetes .
jaeger,https://www.upnxtblog.com/index.php/2018/07/16/kubernetes-tutorial-distributed-tracing-with-jaeger/
jaeger,make following changes in application.properties
jaeger,You can use this link for a better understanding -  https://www.upnxtblog.com/index.php/2018/07/16/kubernetes-tutorial-distributed-tracing-with-jaeger/
jaeger,You add  opentracing-spring-jaeger-starter   library  into the project which simply contains the code needed to provide a Jaeger implementation of the OpenTracing's  io.opentracing.Tracer  interface.
jaeger,Since you have the jaeger deployed in Kubernetes and exposed it via a loadbalancer service you can use the loadbalancer IP and port to connect to it from outside the Kubernetes cluster.
jaeger,"So the solution that works for me is -
I have made the following changes in my application.properties file of application"
jaeger,You should config:
jaeger,"This is why tracing is a useful tool, it often reveals issues like this that you wouldn't suspect otherwise."
jaeger,"If your application is using async framework, these gaps may indicate execution waiting on available threads."
jaeger,Or your application may be CPU throttled during and between the spans.
jaeger,"You cannot really explain the gaps from the trace itself, but you surely do have them."
jaeger,Time to whip out the profiler.
jaeger,"Turns out that  Feign  clients are  currently not supported  or to be precise, the spring startes do not configure the Feign clients accordingly."
jaeger,"If you want to use Jaeger with your Feign clients, you have to provide an integration of your own."
jaeger,"In my experience so far, the jaeger community is a lesser supportive one, thus you have to gain such knowledge on your own, which in my opinion is a big downside and you should probably consider, using an alternative."
jaeger,"In some cases it might be necessary to explicitly expose the  Feign Client  in the Spring configuration, in order to get the traceId propagated."
jaeger,This can be done easily by adding the following into one of your configuration classes
jaeger,The best way to move forward in order to use Jaegar is NOT TO USE JAEGAR CLIENT!
jaeger,Jaegar has the ability to collect Zipkin spans:
jaeger,https://www.jaegertracing.io/docs/1.8/getting-started/#migrating-from-zipkin
jaeger,You should take advantage of this and use the below Sleuth+Zipkin dependency and exclude Jaegar agent jars in your spring boot app.
jaeger,The above will send Zipkin spans to  http://localhost:9411  by default.
jaeger,You can override this in your Spring Boot app to point to your Jaegar server easily by overriding the zipkin base URL.
jaeger,spring.zipkin.base-url= http://your-jaegar-server:9411
jaeger,Sleuth will do all the heavy lifting and the default logging will log the span and traceIds.
jaeger,"In the log4j2.xml file, all you have to mention is"
jaeger,[%X]
jaeger,You can find the sample code here:
jaeger,https://github.com/anoophp777/spring-webflux-jaegar-log4j2
jaeger,Some web frameworks return empty string if a non-existent header is queried.
jaeger,I have seen this in Spring Boot and KoaJS.
jaeger,"If any of the tracing headers is not sent by Istio, this header logic causes us to send empty string for those non-existent headers which breaks tracing."
jaeger,My suggestion is after getting the values for headers filter out the ones with empty string as their values and propogate the remaining ones.
jaeger,"Also, do you get an Error Message?"
jaeger,"If so, please post it."
jaeger,BINGO!
jaeger,We need to setup the ReporterConfigurations as below.
jaeger,previously my ones were default ones that's why it always connected to local.
jaeger,"Even better, you can create the Configuration from Environment as below providing the environment variables as below"
jaeger,You can provide this when you run the docker container
jaeger,"-e JAVA_OPTS="""
jaeger,""" ...."
jaeger,Step 1 : First we need to configure remote host address and port.
jaeger,"Step 2 : configure sender configuration and pass the remote host and port in                           withAgentHost, withAgentPort."
jaeger,"SenderConfiguration senderConfig = Configuration.SenderConfiguration.fromEnv()
                    .withAgentHost(JAEGER_HOST)
                    .withAgentPort(JAEGER_PORT);"
jaeger,Step 3 : Pass sender configuration in reporter configuration
jaeger,"Configuration.ReporterConfiguration reporterConfig = Configuration.ReporterConfiguration.fromEnv()
                .withLogSpans(true)
                .withSender(senderConfig);"
jaeger,This seems a bit old and it's a bit hard to tell what's wrong.
jaeger,"My first guess would be the sampling strategy, as Jaeger samples one trace in one thousand, but looks like you did set it."
jaeger,"
JAEGER_SAMPLER_TYPE=const
JAEGER_SAMPLER_PARAM=1"
jaeger,I would recommend you start by using a simple  Configuration.fromEnv().getTracer()  to get your tracer.
jaeger,"Then, control it via env vars, probably setting  JAEGER_REPORTER_LOG_SPANS  to  true ."
jaeger,"With this option, you should be able to see in the logs whenever Jaeger emits a span."
jaeger,"You can also set the  --log-level=debug  option to the agent and collector (or all-in-one, in your case) to see when these components receive a span from a client."
jaeger,You can see that jaeger-query configuration includes: SPAN_STORAGE_TYPE: &quot;kafka&quot;
jaeger,"The error indicates that a kafka client used by jaeger-query to store spans in Kafka cannot in fact reach Kafka, and therefore the jaeger storage factory fails to initialize."
jaeger,This can be either because Kafka failed to start (did you check)?
jaeger,Or a misconfig of the network in your docker.
jaeger,I was missing a lot of information.
jaeger,I managed to get it working:
jaeger,Update :
jaeger,I got the same exception ( Tracer bean is not configured!.. )
jaeger,when I use your version of spring cloud jaeger dependencies.
jaeger,This is irrespective of the  RxJava  package.
jaeger,I think you can directly use  opentracing-spring-jaeger-cloud-starter  which is a combination of  opentracing-spring-cloud-starter  and  opentracing-spring-jaeger-starter .
jaeger,Read  this details  for java spring jaeger.
jaeger,"The opentracing-spring-jaeger-cloud-starter starter is convenience
starter that includes both opentracing-spring-jaeger-starter and
opentracing-spring-cloud-starter This means that by including it, all
parts of the Spring Cloud stack supported by Opentracing will be
instrumented"
jaeger,Note :
jaeger,Maybe RxJava tracing won't work without registering the tracer using the decorators provided by  opentracing-contrib .
jaeger,Please see the working app  here .
jaeger,I have followed  this spring guide  for Reactive Restful webservice and  jaeger  worked with below  pom.xml  without any  Tracer bean  -
jaeger,"Thing is, you should use opentelemetry collector if you use opentelemetry exporter."
jaeger,Pls see schema in attachment
jaeger,"Also I created a gist, which will help you to setup
pls see"
jaeger,https://gist.github.com/AndrewGrachov/11a18bc7268e43f1a36960d630a0838f
jaeger,"(just tune the values, export to jaeger-all-in-one instead of separate + cassandra, etc)"
jaeger,From the official FAQ ( https://www.jaegertracing.io/docs/latest/faq/#do-i-need-to-run-jaeger-agent ):
jaeger,jaeger-agent  is not always necessary.
jaeger,Jaeger client libraries can be configured to export trace data directly to  jaeger-collector .
jaeger,"However, the following are the reasons why running  jaeger-agent  is recommended:"
jaeger,If you check the your  base image  it from scratch.
jaeger,"So there is no  Bash, ash  as the image is from scratch so it will only cotnain  hotrod-linux ."
jaeger,"To get sh or bash in such cases you need to use multi-stage Dockerfile, you can use the base image in Dockerfile and then copy the binaries from the base image in multi-stage in Dockerfile."
jaeger,Here you go
jaeger,"so now you can build and test and you will able to run command inside container using docker exec, here is the example"
jaeger,https://github.com/jaegertracing/jaeger/blob/master/examples/hotrod/Dockerfile
jaeger,As I can see hotrod image was built from scratch image.
jaeger,And from the docker hub:
jaeger,"""an explicitly empty image, especially for building images ""FROM
  scratch""..."
jaeger,"""This image is most useful in the context of building base images
  (such as debian and busybox) or super minimal images (that contain
  only a single binary and whatever it requires, such as hello-world)."""
jaeger,https://hub.docker.com/_/scratch
jaeger,"So, I think there is not bash inside this image"
jaeger,"'reporting_host' must be not 'localhost', but 'jaeger', just as service in docker-compose.yml called."
jaeger,"'reporting_host' =&gt; 'jaeger',"
jaeger,"Also, I needed to add  $tracer-&gt;flush();  after all, it closes all the entities and does sending via UDP behind the scenes."
jaeger,"So, answering my own question."
jaeger,Jaeger does not support cross system spans.
jaeger,Every sub-system is responsible for its own span in the whole system.
jaeger,"For reference, check this answer  https://github.com/opentracing/specification/issues/143"
jaeger,"If anyone else would like to set up Jaeger in spring project, here's what I did:"
jaeger,Add dependencies to pom:
jaeger,Set up you web.xml to register new tracing filter  tracingFilter  to intercept REST API:
jaeger,Register jaeger tracer in spring mvc:
jaeger,Set up the  tracingFilter  bean we described in web.xml:
jaeger,Finally define jaeger tracer spring configuration:
jaeger,"I have got following gradle dependencies working,"
jaeger,"Following tracer bean configuration,"
jaeger,And then the spans can be recorded as
jaeger,Here is the working example you can refer  https://github.com/krushnatkhawale/jaeger-with-spring-boot-web-app
jaeger,So did you install direct  or created a yaml from the templates ?
jaeger,"I would run the command you used to install but with template function and then add the options for jaeger,Kiali and grafana."
jaeger,Here is  howto : from official repository.
jaeger,you need to update  values.yaml .
jaeger,"and turn on  grafana,  kiali and jaeger."
jaeger,For example with kiali change:
jaeger,to
jaeger,than rebuild the Helm dependencies:
jaeger,than upgrade your istio inside kubernetes:
jaeger,"that's it, hope it was helpful"
jaeger,Scalabilty is dependent on sampling frequency and volumes.
jaeger,The agent supports adaptive sampling which is a feedback loop from the collector to your instrumented app.
jaeger,You can statically define this up front in your instrumentation but you lose the adaptive features.
jaeger,It is possible to bypass agent all together and send metrics directly to collector.
jaeger,Just define variable JAEGER_ENDPOINT in your app running environment.
jaeger,This behaviour is documented but buried down in the Jager git repo:
jaeger,https://github.com/jaegertracing/jaeger-client-java/blob/master/jaeger-core/README.md
jaeger,Would a single agent colocated with a single collector be possible in a Jaeger deployment?
jaeger,"It's possible, and that's how the  ""all-in-one""  image works."
jaeger,Would it be advisable?
jaeger,Depends on your architecture.
jaeger,"If you don't expect your Jaeger infra to grow, using the all-in-one is easier from the maintenance perspective."
jaeger,"If you need your Jaeger infra to be highly available, then you probably want to place your agents closer to your instrumented applications than to your collector and scale the collectors separately."
jaeger,More about the Jaeger Agent is discussed in the following blog posts:
jaeger,"Running Jaeger Agent on bare metal 
 Deployment strategies for the Jaeger Agent"
jaeger,Is it possible to skip the agent altogether and submit spans directly to the collector over HTTP?
jaeger,"For some clients (Java, NodeJS and C#), yes."
jaeger,Look for the  JAEGER_ENDPOINT  option .
jaeger,"You can turn on the debugging in the client by setting the option  JAEGER_REPORTER_LOG_SPANS  to true (or use the related option in the  ReporterConfiguration , as it seems that's how you are using it)."
jaeger,https://www.jaegertracing.io/docs/1.8/client-features/
jaeger,"Once you confirm the traces are being generated and sent to the agent, set the log-level in the agent to  debug :"
jaeger,"
docker run -p... jaegertracing/jaeger-agent:1.8 --log-level=debug"
jaeger,"If you don't see anything in the logs there indicating that the agent received a span (or span batch), then you might need to configure your client with the Agent's address ( JAEGER_AGENT_HOST  and  JAEGER_AGENT_PORT , or related options in the  Configuration  object)."
jaeger,"You mentioned that you are deploying in Azure AKS, so, I guess that the agent isn't available at  localhost , which is the default location where the client sends the spans."
jaeger,"Typically, the agent would be deployed as a sidecar in such a scenario:"
jaeger,https://github.com/jaegertracing/jaeger-kubernetes#deploying-the-agent-as-sidecar
jaeger,The best way to move forward in order to use Jaegar is NOT TO USE JAEGAR CLIENT!
jaeger,Jaegar has the ability to collect Zipkin spans.
jaeger,https://www.jaegertracing.io/docs/1.8/getting-started/#migrating-from-zipkin
jaeger,You should take advantage of this and use the below Sleuth+Zipkin dependency and exclude Jaegar agent jars in your spring boot app.
jaeger,The above will send Zipkin spans to http://localhost:9411 by default.
jaeger,You can override this in your Spring Boot app to point to your Jaegar server easily by overriding the zipkin base URL.
jaeger,Sleuth will do all the heavy lifting and the default logging will log the span and traceIds.
jaeger,"In the  log4j2.xml  file, all you have to mention is"
jaeger,I'll be uploading a working example of this approach into my GitHub and sharing the link.
jaeger,EDIT 1:
jaeger,You can find the sample code here:
jaeger,https://github.com/anoophp777/spring-webflux-jaegar-log4j2
jaeger,The Jaeger helm chart is now available  here .
jaeger,You need to add the helm repo first using the following:
jaeger,This can be installed with:
jaeger,"Yes you can, and I have shown that numerous times during my presentations ( https://toomuchcoding.com/talks ) and we describe it extensively in the documentation ( https://docs.spring.io/spring-cloud-sleuth/docs/current/reference/html/ )."
jaeger,Sleuth will set up your logging pattern which you can then parse and visualize using the ELK stack.
jaeger,Sleuth takes care of tracing context propagation and can send the spans to a span storage (e.g.
jaeger,Zipkin or Jaeger).
jaeger,Sleuth does take care of updating the MDC for you.
jaeger,Please always read the documentation and the project page before filing a question
jaeger,The solution for this one is to simply increase the memory size in the  istio-config.yaml  file.
jaeger,"in my case, I'm updating the PVC and it looks like it's already filled with data and decreasing it wasn't an option for istio, so I increased it in the config file instead:"
jaeger,Based on following example from  jaeger docs :
jaeger,and on example  cli falgs :
jaeger,I infere that you should be able to do the following:
jaeger,Notice that I split the cli options with the dot and added it as a nested fields in yaml.
jaeger,Do the same to other parameters by analogy.
jaeger,"See the answer on this  jaeger issue , you will need to query elastic search or the source where the data is stored."
jaeger,"Alternatively, you should raise an issue on  jaeger-ui  detailing your case."
jaeger,"When you open an individual trace in the Jaeger UI, there is a View dropdown in the top right corner."
jaeger,One of the options is to view/download the given trace as a JSON file.
jaeger,"You can also programmatically query the Jaeger query service via JSON/Protobuf API, but those endpoints will not result in a data format that you can load back into the UI."
jaeger,https://www.jaegertracing.io/docs/latest/apis/#trace-retrieval-apis
jaeger,"OK, I figured out the issue here which may be obvious to those with more expertise."
jaeger,The guide I linked to above that describes how to make an Ingress spec for gRPC  is specific to NGINX.
jaeger,"Meanwhile, I am using K3S which came out of the box with Traefik as the Ingress Controller."
