tool,sentence,neg,pos,neu,com
appdynamics,"These systems move the sampling decision from an individual service layer to some external process, such as the  OpenTelemetry Collector , which can analyze an entire trace and determine if it should be sampled in or out based on user-defined criteria.",0.0,0.0,1.0,0.0
appdynamics,"You could, for example, ensure that any trace where an error occurred is sampled in, while 'baseline' traces are sampled at a rate of 1%, in order to preserve important error information while giving you an idea of steady-state performance.",0.117,0.147,0.736,0.1027
appdynamics,Proprietary APM vs. OSS,0.0,0.0,1.0,0.0
appdynamics,One important distinction between something like AppDynamics or New Relic and tools like Jaeger is that Jaeger does not rely on proprietary instrumentation agents in order to generate trace data.,0.0,0.201,0.799,0.7003
appdynamics,"Jaeger supports OpenTelemetry, allowing you to use open source tools like the  OpenTelemetry Java Automatic Instrumentation  libraries, which will automatically generate spans for many popular Java frameworks and libraries, such as Spring.",0.0,0.212,0.788,0.7783
appdynamics,"In addition, since OpenTelemetry is available in multiple languages with a shared data format and trace context format, you can guarantee that your traces will work properly in a polyglot environment (so, if you have Node.JS or Golang services in addition to your Java services, you could use OpenTelemetry for each language, and trace context propagation would work seamlessly between all of them).",0.0,0.069,0.931,0.5267
appdynamics,"Even more advantageous, though, is that your instrumentation is decoupled from a specific vendor or tool.",0.0,0.166,0.834,0.4201
appdynamics,"You can instrument your service with OpenTelemetry and then send data to one - or more - analysis tools, both commercial and open source.",0.0,0.0,1.0,0.0
appdynamics,"This frees you from vendor lock-in, and allows you to select the best tool for the job.",0.0,0.299,0.701,0.7506
appdynamics,"If you'd like to learn more about OpenTelemetry, observability, and other topics I wrote a longer series that you can find  here  (look for the other 'OpenTelemetry 101' posts).",0.0,0.088,0.912,0.3612
appdynamics,Windows 10 64-bit.,0.0,0.0,1.0,0.0
appdynamics,Powershell 5.,0.0,0.0,1.0,0.0
appdynamics,Does not require admin privileges.,0.353,0.0,0.647,-0.2924
appdynamics,How to quickly and efficiently extract text from a large logfile from input1 to input2 using powershell 5?,0.0,0.144,0.856,0.4019
appdynamics,Sample logfile below.,0.0,0.0,1.0,0.0
appdynamics,For testing purposes copy your logfile to the desktop and name it logfile.txt,0.0,0.0,1.0,0.0
appdynamics,What is the default text editor in Windows Server 2012 R2 Standard 64-bit?,0.0,0.0,1.0,0.0
appdynamics,See line 42.,0.0,0.0,1.0,0.0
appdynamics,What program do you have associated with .txt files?,0.0,0.0,1.0,0.0
appdynamics,See line 42.,0.0,0.0,1.0,0.0
appdynamics,logfile.txt:,0.0,0.0,1.0,0.0
appdynamics,Results of running script on logfile.txt:,0.0,0.0,1.0,0.0
appdynamics,Powershell in four hours at Youtube,0.0,0.0,1.0,0.0
appdynamics,Parse and extract text with powershell at Bing,0.0,0.0,1.0,0.0
appdynamics,How to quickly and efficiently extract text from a large logfile from line x to line y using powershell 5?,0.0,0.144,0.856,0.4019
appdynamics,How to quickly and efficiently extract text from a large logfile from date1 to date2 using powershell 5?,0.0,0.144,0.856,0.4019
appdynamics,curl's  --user  command line option sets up HTTP authentication for the request ( username:password ).,0.0,0.0,1.0,0.0
appdynamics,"In the case of AppDynamics' Configuration API (which is a subset of their Controller API),  user1@customer1:secret  are your account credentials in the format documented  here :",0.0,0.0,1.0,0.0
appdynamics,"You should not be retrieving any embedded resources in your load test, you need to limit the scope of the embedded resources scanning to  your application under test domain only",0.0,0.0,1.0,0.0
appdynamics,"Any external domains like  googleapis  or   appdynamics  must be excluded via  URLs must match  input (lives at ""Advanced"" tab of the  HTTP Request  sampler, or even better  HTTP Request Defaults )",0.069,0.155,0.776,0.4588
appdynamics,More information:  Excluding Domains from the Load Test,0.0,0.0,1.0,0.0
appdynamics,The problem with this approach is you'll have to manually do that each time.,0.172,0.0,0.828,-0.4019
appdynamics,I would highly recommend just configuring your app server to automatically load the AppDynamics agent.,0.0,0.177,0.823,0.4201
appdynamics,"Another option is using the universal agent, which does auto-attach:  https://docs.appdynamics.com/display/PRO43/Install+the+Universal+Agent  Doing this one off attach is never really a good idea, as you'll have to get the PID each time.",0.083,0.0,0.917,-0.3865
appdynamics,"The error indicates that you are probably not running the attach as the same user the JVM is running under, but it could also be permissions or something else as well, hence I would use the methods that work all the time :)",0.039,0.14,0.821,0.7003
appdynamics,Use Dependency Injection instead of creating the actual WCF endpoints and passing them around.,0.0,0.145,0.855,0.296
appdynamics,Then mocking them up is trivial.,0.487,0.0,0.513,-0.4215
appdynamics,You would then use the interface and let DI take care of the rest!,0.0,0.212,0.788,0.5411
appdynamics,The best way to logging the requests to an external logging provider.,0.0,0.276,0.724,0.6369
appdynamics,Check out  http://docs.cloudfoundry.org/devguide/services/log-management-thirdparty-svc.html .,0.0,0.0,1.0,0.0
appdynamics,You can actually log to any http endpoint that supports POST.,0.0,0.2,0.8,0.3612
appdynamics,You can use Splunk to calculate your response time and requests per second.,0.0,0.0,1.0,0.0
appdynamics,The logs that come out of that are in real time and are streamed to your logging endpoint.,0.0,0.0,1.0,0.0
appdynamics,It contains information about the requests as well as log messages from your app.,0.0,0.139,0.861,0.2732
appdynamics,ex.,0.0,0.0,1.0,0.0
appdynamics,There are basic stats available when you run  cf app &lt;app-name&gt; .,0.0,0.0,1.0,0.0
appdynamics,"These include the memory, cpu and disk utilization of your app.",0.0,0.0,1.0,0.0
appdynamics,"You can also access these via the REST api, documented here.",0.0,0.0,1.0,0.0
appdynamics,https://s3.amazonaws.com/cc-api-docs/41397913/apps/get_detailed_stats_for_a_started_app.html,0.0,0.0,1.0,0.0
appdynamics,That's not going to help with requests per second or response time though.,0.158,0.0,0.842,-0.3089
appdynamics,"@jsloyer's solution would work for that, or you could use an APM like NewRelic, which will give you a wealth of data for virtually nothing.",0.0,0.276,0.724,0.7906
appdynamics,Yes this is pretty easy to use.,0.0,0.688,0.312,0.8316
appdynamics,"You can use Logstash as the ingesting engine, you just need the correct parser.",0.0,0.0,1.0,0.0
appdynamics,Check out  http://scottfrederick.cfapps.io/blog/2014/02/20/cloud-foundry-and-logstash  for the parser and config for ingesting cloud foundry logs.,0.0,0.0,1.0,0.0
appdynamics,I was playing around with this before and it worked quite well.,0.0,0.318,0.682,0.4927
appdynamics,Let me know if you have any issues.,0.0,0.0,1.0,0.0
appdynamics,From checking out the code for Istio -  https://github.com/istio  - this appears to be an application with components written in Go and C++ which are deployed to containers using Kubernetes.,0.0,0.0,1.0,0.0
appdynamics,This would mean that for monitoring you should be looking at:,0.0,0.0,1.0,0.0
appdynamics,You have you work cut out for you here - both SDK's would require changes to the code being ran to get visibility.,0.091,0.0,0.909,-0.2732
appdynamics,It's hard to say what's wrong without seeing your Jenkins job and JMeter  Thread Group  configuration.,0.243,0.0,0.757,-0.5423
appdynamics,"In order to apply external settings in JMeter you need to define threads, ramp-up and the number of iterations using JMeter Properties via  __P() function  like:",0.0,0.137,0.863,0.4215
appdynamics,"Once done you will be able to  override the values of these properties using  -J  command line argument , for example in Jenkins:",0.099,0.107,0.794,0.0516
appdynamics,This way you will be able to pass whatever number of virtual users/iterations without having to change your script.,0.0,0.067,0.933,0.0772
appdynamics,More information:  Apache JMeter Properties Customization Guide,0.0,0.0,1.0,0.0
appdynamics,"just to make it clear, a  live connection  is (in the world of Power BI 😉) a connection to either a Power BI dataset or a SSAS tabular model.",0.0,0.098,0.902,0.3818
appdynamics,"I think what you are looking for is  DirectQuery , but it is currently not supported for URL GET commands.",0.126,0.0,0.874,-0.3491
appdynamics,MS docs - Power BI data sources,0.0,0.0,1.0,0.0
appdynamics,To get realtime data you need to use one of the supported sources.,0.0,0.161,0.839,0.3182
appdynamics,maybe AppDynamics supports direct DB access.,0.0,0.333,0.667,0.3612
appdynamics,DirectQuery is supported by SQL databases.,0.0,0.315,0.685,0.3182
appdynamics,Another way is to offload the data to a supported source eg.,0.0,0.187,0.813,0.3182
appdynamics,SQL-db or CDS-service and then connect your pbi to that source.,0.0,0.0,1.0,0.0
appdynamics,The correct and hard way is to amend the SELinux boolean on Tomcat directories to allow Tomcat amend files created by other users.,0.055,0.154,0.791,0.3612
appdynamics,Read  here .,0.0,0.0,1.0,0.0
appdynamics,The easy and dirty solution is to  start-up process includes a step for renaming yesterdays AppDynamics logs  as user  sysXYZ  .,0.12,0.216,0.664,0.3182
appdynamics,And that way you avoid the problem.,0.495,0.0,0.505,-0.5994
appdynamics,Use  su - sysXYZ &lt;script&gt;  command or  sudo -iu sysXYZ &lt;script&gt;  command or  sudo -t &lt;Tomcat role&gt; &lt;script&gt;,0.0,0.0,1.0,0.0
appdynamics,Good luck.,0.0,1.0,0.0,0.7096
appdynamics,Add  CheckedParameter=false  in the connection string to fix the issue.,0.0,0.0,1.0,0.0
appdynamics,I found my answer on the Flow Force online help ( https://manual.altova.com/flowforceserver/flowforceserver/ ),0.0,0.231,0.769,0.4019
appdynamics,"The Flow Force is deployed as two servers, which in a window env, can be started and stopped as windows services (can be found via ""Control Panel"" ""Administrative Tools"" Services).",0.064,0.0,0.936,-0.2263
appdynamics,"With this information, I can monitor them via NAGIOS.",0.0,0.0,1.0,0.0
appdynamics,"One possibility is that you've got a cached execution plan which works fine for most parameter values, or combination of parameter values, but which fails badly for certain values/combinations.",0.207,0.212,0.581,-0.4256
appdynamics,You can try adding a non-filtering predicate such as  1 = 1  to your WHERE clause.,0.0,0.0,1.0,0.0
appdynamics,"I've read  but haven't tested that this can be used to force a hard parse, but it may be that you need to change the value (e.g.",0.056,0.108,0.836,0.3612
appdynamics,"1 = 1 ,  2 = 2 ,  3 = 3 , etc) for each execution of your query.",0.0,0.0,1.0,0.0
appdynamics,"Here's a recursive solution that yields key ""paths"".",0.0,0.277,0.723,0.3182
appdynamics,"The  (*keys, k)  syntax is available in Python versions  = 3.5, you can also use  keys + (k,)",0.0,0.0,1.0,0.0
appdynamics,"As a little modifcation to @Jon Clements code, this is what gives me what I need.",0.0,0.0,1.0,0.0
appdynamics,Try this:-,0.0,0.0,1.0,0.0
appdynamics,Application Performance Management(APM),0.0,0.0,1.0,0.0
appdynamics,In simpler terms:,0.0,0.0,1.0,0.0
appdynamics,"APM monitors the speed at which transactions are performed both by
  end-users and by the systems and network infrastructure that support a
  software application, providing an end-to-end overview of potential
  bottlenecks and service interruptions.",0.074,0.074,0.852,0.0
appdynamics,"In pragmatic terms, this typically involves the use of a suite of software tools—or a single integrated SaaS or on-premises tool—to view and diagnose an application’s speed, reliability, and other performance metrics in order to maintain an optimal level of service.",0.0,0.062,0.938,0.3612
appdynamics,"Here is
 Wiki description.",0.0,0.0,1.0,0.0
appdynamics,You don't need a machine agent extension (and additional custom metrics) to capture if a JVM goes down.,0.0,0.0,1.0,0.0
appdynamics,The machine agent delivers these kind of information out of the box.,0.0,0.0,1.0,0.0
appdynamics,"You have to start the java process with the app server agent and associate the application, that is instrumented with the machine agent.",0.0,0.0,1.0,0.0
appdynamics,Now you can go to the  application dashboard -&gt; Events tab  and check for the  JVM Crash Event .,0.137,0.0,0.863,-0.4019
appdynamics,See also  here  and  here .,0.0,0.0,1.0,0.0
appdynamics,I'm not familiar with the AppDynamics output.,0.0,0.0,1.0,0.0
appdynamics,I assume that's a cumulative view of Threads and their sleep times.,0.0,0.0,1.0,0.0
appdynamics,So Threads get reused and so the sleep times add up.,0.0,0.0,1.0,0.0
appdynamics,"In some cases, a Thread gets a connection directly, without any waiting and in another call the Thread has to wait until the connection can be provided.",0.0,0.0,1.0,0.0
appdynamics,"The wait duration depends on when a connection becomes available, or the wait limit is hit.",0.0,0.0,1.0,0.0
appdynamics,"Your screenshot shows a Thread, which waited  172ms .",0.0,0.0,1.0,0.0
appdynamics,"Assuming the  sleep  is only called within the Jedis/Redis invocation path, the Thread waited  172ms  in total to get a connection.",0.0,0.0,1.0,0.0
appdynamics,"Another Thread, which waited  530ms  looks to me as if the first attempt to get a connection wasn't successful (which explains the first  500ms ) and on a second attempt, it had to wait for  30ms .",0.088,0.0,0.912,-0.4717
appdynamics,It could also be that it waited 2x for  265ms .,0.0,0.0,1.0,0.0
appdynamics,Sidenote:,0.0,0.0,1.0,0.0
appdynamics,1000+ connections could severely limit scalability.,0.375,0.0,0.625,-0.4588
appdynamics,Spring Data Redis also supports other drivers which don't require pooling but work with fewer connections (see  Spring Data Redis Connectors  and  here ).,0.0,0.071,0.929,0.1901
appdynamics,You are getting this error as you have not provided the  values required by app to work.,0.264,0.0,0.736,-0.6579
appdynamics,You need to add the values in  PreferenceConstants  .,0.0,0.278,0.722,0.4019
appdynamics,Did you get it working?,0.0,0.0,1.0,0.0
appdynamics,"Actually, you know.",0.0,0.0,1.0,0.0
appdynamics,You are trying to connect to server and app key is the one generated at server and has to be implemented at end application.,0.0,0.0,1.0,0.0
appdynamics,"Since this is a template, there is no server allocated by the code writer to test and so you don't have app key.",0.095,0.0,0.905,-0.296
appdynamics,"Try exploring IoT frameworks by IBM any other or even you can try open source, Kaa.",0.0,0.0,1.0,0.0
appdynamics,It will be worth if want explore this kind of cloud dependent apps.,0.0,0.225,0.775,0.296
appdynamics,This sounds like you open a transaction and get a database connection always and only after check cache content.,0.0,0.135,0.865,0.3612
appdynamics,"But since you have opened the transactional context, it will be closed, issuing the commit, as no exceptions happened.",0.124,0.124,0.752,0.0
appdynamics,You most likely need to move the checking of the cache outside of the transactional context.,0.0,0.0,1.0,0.0
appdynamics,"Of course, confirming this depends on your application code not included in the question.",0.0,0.0,1.0,0.0
appdynamics,The transaction demarcation related invokes on the  Connection  will happen nevertheless.,0.0,0.0,1.0,0.0
appdynamics,You could use something like Spring's  LazyConnectionDataSourceProxy  (doc'ed  here ) to avoid having these sent when they are not required.,0.101,0.115,0.783,0.0772
appdynamics,The  asadmin  manual page says the following:,0.0,0.0,1.0,0.0
appdynamics,"For the Windows operating system in single mode, a backslash is
  required to escape the colon and the backslash characters.",0.0,0.086,0.914,0.1779
appdynamics,So try the following:,0.0,0.0,1.0,0.0
appdynamics,See also:,0.0,0.0,1.0,0.0
appdynamics,"In theory, yes: if Resource Manager has been enabled it could be the case that different Resource Manager plans have such an impact but experience shows that this feature is seldom used.",0.0,0.056,0.944,0.2144
appdynamics,In practive this kind of difference can have many cause:-,0.0,0.0,1.0,0.0
appdynamics,The first thing to look at database level is something similar to Statspack report (or AWR if licensing allows) to compare database configuration and activity.,0.0,0.0,1.0,0.0
appdynamics,"And don't forget that application performance is not only database performance it depends also on application server, network and front-end.",0.0,0.081,0.919,0.1695
appdynamics,I think this should do what you want.,0.0,0.178,0.822,0.0772
appdynamics,"I'm afraid it's not tested, but the principle is this:",0.0,0.0,1.0,0.0
appdynamics,"1) if the Set-Cookie header starts with ADRUM, then set the env variable ADRUM_cookie.",0.0,0.0,1.0,0.0
appdynamics,"2) if the ADRUM_cookie env variable is /not/ set, edit the Set-Cookie header.",0.0,0.0,1.0,0.0
appdynamics,"If we are talking about ""run tool-get result"" the best option -  Java Mission Control .",0.0,0.244,0.756,0.6369
appdynamics,It's free in test environment.,0.0,0.452,0.548,0.5106
appdynamics,You need to pay only for some features in production.,0.135,0.0,0.865,-0.1027
appdynamics,It's much better than old VisualVM.,0.0,0.367,0.633,0.4404
appdynamics,You can write a data to file using  Flight Recorder .,0.0,0.0,1.0,0.0
appdynamics,You can setup start point and duration.,0.0,0.0,1.0,0.0
appdynamics,You just need to start your application like this:,0.0,0.238,0.762,0.3612
appdynamics,"-XX:+UnlockCommercialFeatures -XX:+FlightRecorder -XX:StartFlightRecording=duration=60s,filename=myrecording.jfr",0.0,0.0,1.0,0.0
appdynamics,I think what you are wanting is info around instrumentation of the front end of an Angular SPA.,0.0,0.0,1.0,0.0
appdynamics,Please see documentation here:  https://docs.appdynamics.com/display/PRO21/Monitor+Single-Page+Applications  - Angular is mentioned as being available using SPA2.,0.0,0.161,0.839,0.3182
appdynamics,"(Note for the front end we use Javascript BRUM for monitoring, general docs are here:  https://docs.appdynamics.com/display/PRO21/Browser+Monitoring  - this is a seperate part of the product than the APM used to monitor backends)",0.0,0.0,1.0,0.0
appdynamics,"Since some packages are not working with different OS configurations, you need to setup a new build agent.",0.0,0.0,1.0,0.0
appdynamics,Deploy an agent on Windows,0.0,0.0,1.0,0.0
datadog,It's possible to solve this by to changing the query by using zero interpolation.,0.0,0.122,0.878,0.2023
datadog,"You can put "".fill(zero)"" behind your query in the json or choose the option from the UI.",0.0,0.0,1.0,0.0
datadog,EDIT:,0.0,0.0,1.0,0.0
datadog,"You're right, the interpolation is not working when no data is available.",0.0,0.146,0.854,0.2235
datadog,I had the same problem in the end.,0.31,0.0,0.69,-0.4019
datadog,Support of Datadog said it isn't possible to show zero when there is no data for a metric.,0.111,0.136,0.754,0.128
datadog,Now there is a feature request made for it.,0.0,0.0,1.0,0.0
datadog,"It would be nice if more people will request for this feature, so it will be prioritized.",0.0,0.149,0.851,0.4215
datadog,"Nonetheless I have tried to create a workaround by adding a second metric that always has data as a second query and added a formula ((b - b) + a) that negates the second query, but when there is data in the intended query it's show in the graph.",0.0,0.036,0.964,0.1406
datadog,This will result in a zero line when there is no data available.,0.167,0.0,0.833,-0.296
datadog,Scenario without data:,0.0,0.0,1.0,0.0
datadog,"The only problem is that when you have a data in the intended query, it looks ugly and the zero line is gone.",0.231,0.0,0.769,-0.7184
datadog,As you see in the following screenshot.,0.0,0.0,1.0,0.0
datadog,Scenario with data:,0.0,0.0,1.0,0.0
datadog,"Conclusion: 
The workaround is not perfect, but it will work for some situation.",0.143,0.0,0.857,-0.2498
datadog,"For example, filling up query values with zero instead of (no data).",0.0,0.197,0.803,0.4019
datadog,I hope this is a bit better answer to the problem.,0.186,0.4,0.414,0.4767
datadog,"how about  the ""default"" function ?",0.0,0.0,1.0,0.0
datadog,"so  default(sum:foo.bar{hello:world} by {baz}, 0)  or some such?",0.0,0.0,1.0,0.0
datadog,There is now a  default_zero()  function that can be used in Datadog by modifying through JSON directly.,0.0,0.0,1.0,0.0
datadog,The  default_zero()  function does what you're looking for.,0.0,0.0,1.0,0.0
datadog,"You can type it in manually, as  stephenlechner suggests .",0.0,0.0,1.0,0.0
datadog,There's another way I found:,0.0,0.0,1.0,0.0
datadog,"When you save the graph and reopen, you'll see that things have been reshuffled a little, and you'll see a ""default 0"" section tagged onto the end of the metric's definition.",0.0,0.103,0.897,0.4939
datadog,Metrics queries now support wildcards.,0.0,0.403,0.597,0.4019
datadog,"Example 1: Getting all the requests with a status tag starting with  2 :
 http.server.requests.count{status:2*}",0.0,0.0,1.0,0.0
datadog,"Example 1: Getting all the requests with a service tag ending with  mongo :
 http.server.requests.count{service:*mongo}",0.0,0.0,1.0,0.0
datadog,"Example 3 (advanced): Getting all the requests with a service tag starting with  blob  and ending with  postgres :
 http.server.requests.count{service:blob*,service:*postgres} 
 (this will match  service:blob-foo-postgres  and  service:blob_bar_postgres  but not  service:my_name_postgres )",0.0,0.0,1.0,0.0
datadog,I've finally found a dropwizzard module that integrates this library with datadog:  metrics-datadog,0.0,0.0,1.0,0.0
datadog,I've created a Spring configuration class that creates and initializes this Reporter using properties of my YAML.,0.0,0.227,0.773,0.4767
datadog,Just insert this dependency in your pom:,0.0,0.0,1.0,0.0
datadog,Add this configuration to your YAML:,0.0,0.0,1.0,0.0
datadog,and add this configuration class to your project:,0.0,0.0,1.0,0.0
datadog,"If JMX is an option for you, you may use the  JMX dropwizrd reporter  combined with  java datalog integration",0.0,0.0,1.0,0.0
datadog,It seems that Spring Boot 2.x added several monitoring system into its metrics.,0.0,0.0,1.0,0.0
datadog,DataDog is one of them supported by  micrometer.io .,0.0,0.247,0.753,0.3182
datadog,See reference documentation:  https://docs.spring.io/spring-boot/docs/current/reference/html/production-ready-metrics.html#production-ready-metrics-export-newrelic,0.0,0.0,1.0,0.0
datadog,"For Spring Boot 1.x, you can use back-ported package:",0.0,0.0,1.0,0.0
datadog,compile 'io.micrometer:micrometer-spring-legacy:latest.release',0.0,0.0,1.0,0.0
datadog,Confirmed on IRC (#datadog on freenode) that:,0.0,0.0,1.0,0.0
datadog,Datadog doesn't support multiple Y-axis at this time.,0.244,0.0,0.756,-0.3089
datadog,"If the two axis have the same units but different degrees (10 vs 10 million), then using a non-linear scale such as  log  might provide what you need:",0.0,0.0,1.0,0.0
datadog,https://help.datadoghq.com/hc/en-us/articles/203038729-Is-it-possible-to-adjust-the-y-axis-for-my-graphs-,0.0,0.0,1.0,0.0
datadog,They do allow dual y-axis now,0.0,0.275,0.725,0.2263
datadog,https://docs.datadoghq.com/dashboards/widgets/timeseries/#y-axis-controls,0.0,0.0,1.0,0.0
datadog,Introducing dual Y-axis for time series widgets.,0.0,0.0,1.0,0.0
datadog,"The time series widget on dashboards now support dual y-axis, making it easier than ever to compare two sets of data on a single graph.",0.0,0.2,0.8,0.6705
datadog,"By removing the need to create separate graphs, your dashboards can show even more valuable information viewable at a glance.",0.0,0.244,0.756,0.6697
datadog,If  dd-agent  listens on  localhost  it can receive data only from localhost (127.0.0.1).,0.0,0.0,1.0,0.0
datadog,Try to change the  dd-agent  host to  0.0.0.0  instead of  localhost .,0.0,0.0,1.0,0.0
datadog,We are using  docker-dd-agent  and it works OOTB.,0.0,0.0,1.0,0.0
datadog,You will need to set  non_local_traffic: yes  in your  /etc/dd-agent/datadog.conf  file.,0.0,0.213,0.787,0.4019
datadog,Otherwise the agent will reject metrics from containers.,0.278,0.0,0.722,-0.4019
datadog,"After setting, you will need to restart the agent for the change to take effect:  sudo /etc/init.d/datadog-agent restart  or  sudo service datadog-agent restart",0.0,0.0,1.0,0.0
datadog,The  docker-dd-agent  image enables  non_local_traffic: yes  by default.,0.0,0.278,0.722,0.4019
datadog,You don't actually want to use the IP of the host in this case.,0.086,0.0,0.914,-0.0572
datadog,"If you're running the docker dd-agent, there are two environment variables you can tap into:",0.0,0.0,1.0,0.0
datadog,"statsd.connect(DOGSTATSD_PORT_8125_UDP_ADDR, DOGSTATSD_PORT_8125_UDP_PORT)",0.0,0.0,1.0,0.0
datadog,That should do the trick.,0.231,0.0,0.769,-0.0516
datadog,"If not, you should be able to find the relevant info to your problem in  this section of the Datadog docs .",0.119,0.0,0.881,-0.4019
datadog,"Also, I should point out that the only Python library that Datadog shows in their docs is  datadogpy .",0.0,0.0,1.0,0.0
datadog,"I asked DataDog support, and apparently as of January 2020 this is not possible, but is a feature request in their backlog.",0.0,0.089,0.911,0.2144
datadog,"I know this is not a great answer to the question but if I hear that this changes, I will update my answer.",0.107,0.0,0.893,-0.284
datadog,There doesn't appear to be a Crashalytics direct integration yet.,0.0,0.0,1.0,0.0
datadog,Datadog maintains mobile SDKs that can be included in mobile clients to produce metrics and logs to the platform.,0.0,0.0,1.0,0.0
datadog,"For iOS Logs, see here:  https://docs.datadoghq.com/logs/log_collection/ios/",0.0,0.0,1.0,0.0
datadog,For Android Logs:  https://docs.datadoghq.com/logs/log_collection/android/,0.0,0.0,1.0,0.0
datadog,"There's also a public Android SDK for Real User Monitoring, which can be read here:  https://docs.datadoghq.com/real_user_monitoring/android/",0.0,0.0,1.0,0.0
datadog,"And the announcement, with a link for the private beta for iOS signup here:  https://www.datadoghq.com/blog/datadog-mobile-rum/",0.0,0.0,1.0,0.0
datadog,"After speaking to the support team at DataDog, I managed to find out the following information relating to what the no_pod pods were.",0.0,0.114,0.886,0.4019
datadog,"Our Kubernetes check is getting the list of containers from the Kubernetes API, which exposes aggregated data.",0.086,0.0,0.914,-0.128
datadog,"In the metric explorer configuration here, you can see a couple of containers named /docker and / that are getting picked up along with the other containers.",0.0,0.0,1.0,0.0
datadog,Metrics with pod_name:no_pod that come from container_name:/ and container_name:/docker  are just metrics aggregated across multiple containers.,0.0,0.0,1.0,0.0
datadog,(So it makes sense that these are the highest values in your graphs.),0.0,0.184,0.816,0.4019
datadog,"If you don't want your graphs to show these aggregated container metrics though, you can clone the dashboard and then exclude these pods from the query.",0.115,0.0,0.885,-0.2783
datadog,"To do so, on the cloned dashboard, just edit the query in the JSON tab, and in the tag scope, add !pod_name:no_pod.",0.0,0.0,1.0,0.0
datadog,So it appears that these pods are the docker and root level containers running outside of the cluster and will always display unless you want to filter them out specifically which I now do.,0.0,0.039,0.961,0.0772
datadog,Many thanks to the support guys at DataDog for looking into the issue for me and giving me a great explanation as to what the pods were and essentially confirming that I can just safely filter these out and not worry about them.,0.0,0.336,0.664,0.9494
datadog,The free text editor you have in the screenshot is for metric queries.,0.0,0.216,0.784,0.5106
datadog,Events in graphs are added as overlay to show when events happened over time.,0.0,0.0,1.0,0.0
datadog,"There is no widget, as of now, that shows a single value for the number of times an event occurred.",0.1,0.169,0.731,0.128
datadog,"But you can use the event timeline widget, which will show a timeline of events grouped by status and bucketed over a defined period of time.",0.0,0.0,1.0,0.0
datadog,See below:,0.0,0.0,1.0,0.0
datadog,"Well I realized that the  query value  only works with metrics, so to create a counter we can emit metrics with  value: 1  and then count them with the  rollup(sum, 60)  function.",0.0,0.271,0.729,0.8062
datadog,"dog.emit_point('some.event.name', 1)",0.0,0.0,1.0,0.0
datadog,"sum:some.event.name{*}.rollup(sum, 60)",0.0,0.0,1.0,0.0
datadog,The main thing to understand here is that DataDog does not retrieve all the points for a given timeframe.,0.0,0.0,1.0,0.0
datadog,"Actually as  McCloud  says,  for a given time range we do not return more than 350 points , which is very important to have in mind when you create a counter.",0.0,0.139,0.861,0.4927
datadog,"When you query value from a metric in a timeframe, DataDog return a group of points that represents the real stored points, not all the points; the level of how those points are represented (as I understand) is called granurallity, and what you do with this  rollup  function is to define how those points are going to represent the real points, which in this case is going to be using the  sum  function.",0.0,0.034,0.966,0.34
datadog,"I hope this helps somebody, I'm still learning about it.",0.0,0.44,0.56,0.6705
datadog,Regards,0.0,0.0,1.0,0.0
datadog,"In Ruby on the client, I use:",0.0,0.0,1.0,0.0
datadog,"I then have a dashboard with a
 Query Value 
widget, set to &quot;take the [Sum] value from the displayed timeframe&quot;.",0.0,0.242,0.758,0.5859
datadog,I tested this and it seems to give the right numbers.,0.0,0.0,1.0,0.0
datadog,"The
 .as_count() 
seems key.",0.0,0.0,1.0,0.0
datadog,Answering just in case someone will spot this question via Google.,0.0,0.0,1.0,0.0
datadog,You cannot.,0.0,0.0,1.0,0.0
datadog,"StatsD protocol do not define tags or comments at all, so there is no possibility for that.",0.133,0.0,0.867,-0.3535
datadog,You need to use different library like  Statix  for that.,0.0,0.217,0.783,0.3612
datadog,Yes it is possible to emit metrics to DataDog from a AWS Lambda function.,0.0,0.184,0.816,0.4019
datadog,If you were using node.js you could use  https://www.npmjs.com/package/datadog-metrics  to emit metrics to the API.,0.0,0.0,1.0,0.0
datadog,"It supports counters, gauges and histograms.",0.0,0.333,0.667,0.3612
datadog,You just need to pass in your app/api key as environment variables.,0.0,0.0,1.0,0.0
datadog,Matt,0.0,0.0,1.0,0.0
datadog,The easier way is using this library:  https://github.com/marceloboeira/aws-lambda-datadog,0.0,0.286,0.714,0.4215
datadog,"It has runtime no dependencies, doesn't require authentication and reports everything to cloud-watch too.",0.145,0.0,0.855,-0.296
datadog,You can read more about it here:  https://www.datadoghq.com/blog/how-to-monitor-lambda-functions/,0.0,0.0,1.0,0.0
datadog,"In most cases, the datadog agent retrieves metrics from an integration by connecting to a URL endpoint.",0.0,0.0,1.0,0.0
datadog,"This would be the case for services such as nginx, mysql etc.",0.0,0.0,1.0,0.0
datadog,"This means that you can run just one datadog agent on the host, and configure it to listen to URL endpoints of services exposed from each container.",0.048,0.0,0.952,-0.0772
datadog,"For example, assuming a mysql docker container is run with the following command:",0.0,0.0,1.0,0.0
datadog,You can instruct the agent running on the host to connect to the container IP in the  mysql.yaml  agent configuration:,0.0,0.0,1.0,0.0
datadog,Varnish is slightly different as the agent retrieves metrics using the  varnishstat  binary.,0.0,0.0,1.0,0.0
datadog,According to the example template:,0.0,0.0,1.0,0.0
